,step_432,epoch_12,step_1566,step_378,step_1782,epoch_1,epoch_2,step_756,step_324,step_1458,epoch_7,step_702,step_648,epoch_10,step_54,epoch_15,epoch_14,step_2106,step_1674,epoch_17,step_1188,step_1998,step_216,step_918,step_1026,epoch_3,step_810,epoch_19,epoch_5,step_1944,step_162,step_2052,epoch_6,step_1836,epoch_4,step_270,epoch_0,step_1404,step_1728,step_972,step_1242,step_540,epoch_18,epoch_11,step_486,step_108,step_1620,step_1080,epoch_16,step_1296,step_1350,epoch_9,step_1134,step_1890,step_1512,step_594,epoch_8,epoch_13,step_864
ChemRxivNC2,0.80614,0.80693,0.80679,0.80627,0.80659,0.80569,0.80624,0.80616,0.80655,0.80697,0.80605,0.80614,0.8066,0.80685,0.80613,0.80687,0.80647,0.80653,0.80692,0.8064,0.80672,0.80657,0.8064,0.80651,0.80629,0.8058,0.80597,0.80687,0.80683,0.80678,0.80601,0.80656,0.80634,0.8065,0.80636,0.80607,0.80592,0.8066,0.80689,0.80659,0.80676,0.80575,0.80645,0.80663,0.8061,0.80601,0.80659,0.80648,0.8069,0.80648,0.80684,0.80656,0.80657,0.80688,0.80705,0.80631,0.80648,0.80664,0.80668
