,step_660,epoch_1,epoch_2,step_1045,step_440,epoch_7,step_385,step_825,step_275,step_605,epoch_3,epoch_5,step_935,epoch_6,epoch_4,epoch_0,step_770,step_715,step_550,step_495,step_165,step_220,step_990,step_55,step_110,epoch_9,step_880,step_330,epoch_8
ChemRxivRetrieval,0.89653,0.88706,0.89357,0.89827,0.90158,0.89578,0.89585,0.89662,0.88976,0.89769,0.89177,0.90055,0.89896,0.89946,0.89484,0.87604,0.89948,0.89825,0.89938,0.89734,0.88736,0.8945,0.89949,0.86849,0.88951,0.89775,0.89891,0.89763,0.89798
