,0
step_1400,0.7255351851851851
epoch_1,0.7156327777777777
step_600,0.7266735555555555
epoch_2,0.7262010740740741
step_1100,0.726715925925926
step_900,0.7255805185185186
epoch_7,0.7257092222222222
step_400,0.7168152222222223
step_1600,0.7255047037037038
step_700,0.7261191481481482
step_1800,0.7254606296296295
step_800,0.7253340370370371
step_1300,0.7243116296296298
epoch_3,0.724922074074074
epoch_5,0.725213962962963
epoch_6,0.7256638518518519
step_1500,0.7253912222222224
epoch_4,0.7248073333333332
step_500,0.7236011851851851
epoch_0,0.7182102962962963
step_300,0.7178338518518518
step_2000,0.7257101481481482
step_100,0.7200907037037035
step_200,0.7187597777777777
epoch_9,0.7253845555555556
step_1700,0.7251253703703702
step_1200,0.7246718148148149
step_1900,0.7252280740740742
epoch_8,0.724608074074074
step_1000,0.7252802592592592
