,epoch_1,step_3552,step_592,step_4736,epoch_0,step_1776,step_4144,step_2960,step_1184,step_2368
ChemRxivNC2,0.59947,0.61948,0.29449,0.60002,0.51214,0.55487,0.63364,0.64073,0.47897,0.47739
