,step_361,epoch_1,epoch_2,step_285,step_266,step_76,epoch_7,step_304,step_342,step_38,step_133,step_323,epoch_3,epoch_5,step_228,step_19,step_171,epoch_6,epoch_4,epoch_0,step_209,step_57,step_95,epoch_9,step_247,step_152,step_114,step_190,epoch_8
ChemRxivNC2,0.86177,0.84069,0.84831,0.86112,0.86085,0.8415,0.8611,0.86179,0.86192,0.82834,0.85203,0.86228,0.85423,0.85964,0.86018,0.81774,0.85628,0.86024,0.85726,0.82696,0.85832,0.8345,0.84526,0.86208,0.86101,0.85427,0.84927,0.85732,0.86171
