,0
epoch_1,0.5999217777777778
epoch_2,0.5999217777777778
step_192,0.5999217777777778
epoch_7,0.5999217777777778
step_224,0.5999217777777778
step_32,0.5999217777777778
step_256,0.5999217777777778
epoch_3,0.5999217777777778
epoch_5,0.5999217777777778
epoch_6,0.5999217777777778
step_512,0.5999217777777778
step_288,0.5999217777777778
epoch_4,0.5999217777777778
step_160,0.5999217777777778
step_64,0.5999217777777778
epoch_0,0.5999217777777778
step_384,0.5999217777777778
step_544,0.5999217777777778
step_576,0.5999217777777778
step_448,0.5999217777777778
epoch_9,0.5999217777777778
step_320,0.5999217777777778
step_128,0.5999217777777778
step_352,0.5999217777777778
step_416,0.5999217777777778
step_96,0.5999217777777778
epoch_8,0.5999217777777778
