,epoch_1,epoch_2,step_192,epoch_7,step_224,step_32,step_256,epoch_3,epoch_5,epoch_6,step_512,step_288,epoch_4,step_160,step_64,epoch_0,step_384,step_544,step_576,step_448,epoch_9,step_320,step_128,step_352,step_416,step_96,epoch_8
ChemRxivNC2,0.81684,0.81537,0.8169,0.81263,0.8173,0.81522,0.8153,0.81611,0.8132,0.81239,0.81249,0.81425,0.81433,0.81462,0.81829,0.81678,0.8122,0.81235,0.8124,0.81298,0.8125,0.81427,0.81666,0.81357,0.81229,0.81731,0.81228
