,step_1400,epoch_1,step_600,epoch_2,step_1100,step_900,epoch_7,step_400,step_1600,step_700,step_1800,step_800,step_1300,epoch_3,epoch_5,epoch_6,step_1500,epoch_4,step_500,epoch_0,step_300,step_2000,step_100,step_200,epoch_9,step_1700,step_1200,step_1900,epoch_8,step_1000
ChemRxivNC2,0.77,0.78872,0.77934,0.77902,0.7734,0.77275,0.77011,0.78918,0.77005,0.77781,0.77004,0.77561,0.77157,0.77444,0.77058,0.77072,0.77005,0.77266,0.7869,0.80717,0.7993,0.77019,0.81359,0.80751,0.76983,0.77027,0.77056,0.77061,0.7703,0.77259
