,epoch_12,epoch_1,epoch_2,epoch_7,epoch_10,epoch_15,epoch_14,epoch_17,epoch_3,epoch_19,epoch_5,epoch_6,epoch_4,epoch_0,epoch_18,epoch_11,epoch_16,epoch_9,epoch_8,epoch_13
ChemRxivRetrieval,0.89849,0.80877,0.80924,0.89983,0.89787,0.89504,0.89441,0.89264,0.80855,0.88956,0.88795,0.89664,0.85842,0.80924,0.89302,0.91128,0.89334,0.89342,0.89986,0.89756
