,epoch_1,epoch_2,step_76,step_38,step_133,epoch_3,step_19,step_171,epoch_4,epoch_0,step_57,step_95,step_152,step_114
ChemRxivNC2,0.84874,0.85322,0.84884,0.8392,0.85516,0.85611,0.82902,0.85746,0.85718,0.83784,0.84299,0.85149,0.85662,0.85354
