,0
step_361,0.7181040493827161
epoch_1,0.7227633703703703
epoch_2,0.719919098765432
step_285,0.7137557037037037
step_266,0.7147479259259258
step_76,0.7226553456790122
epoch_7,0.7142275679012344
step_304,0.7130059629629629
step_342,0.716974061728395
step_38,0.7224160740740742
step_133,0.718657938271605
step_323,0.7183677777777776
epoch_3,0.7167425061728395
epoch_5,0.7185685432098766
step_228,0.7178675061728397
step_19,0.7236383827160494
step_171,0.7167092592592593
epoch_6,0.7179224074074073
epoch_4,0.7169482592592592
epoch_0,0.7239767530864198
step_209,0.7158332222222223
step_57,0.7211413209876542
step_95,0.7216474444444444
epoch_9,0.7179173703703703
step_247,0.7174084320987654
step_152,0.7141561111111113
step_114,0.7215341851851852
step_190,0.7176686296296296
epoch_8,0.7182129629629629
