,0
step_660,0.7074300987654321
epoch_1,0.7066256419753086
epoch_2,0.7128932592592593
step_1045,0.7058832222222221
step_440,0.7052514691358025
epoch_7,0.7052131481481481
step_385,0.7042422592592593
step_825,0.7059543580246914
step_275,0.710901987654321
step_605,0.7085656913580246
epoch_3,0.7046614444444445
epoch_5,0.7006787901234567
step_935,0.7075038888888888
epoch_6,0.7088440370370371
epoch_4,0.7033601481481481
epoch_0,0.706356938271605
step_770,0.7084177283950617
step_715,0.7077852469135801
step_550,0.7018328271604939
step_495,0.7023283703703703
step_165,0.7116345185185187
step_220,0.7097445185185186
step_990,0.7064253950617284
step_55,0.7059192839506173
step_110,0.7027647654320988
epoch_9,0.705450790123457
step_880,0.706165037037037
step_330,0.7084905555555555
epoch_8,0.7060339999999999
