,0
epoch_12,0.6918441975308643
epoch_1,0.6983911975308643
epoch_2,0.7112913456790123
epoch_7,0.7026452716049383
epoch_10,0.6903488148148148
epoch_15,0.6885002962962963
epoch_14,0.6875092345679014
epoch_17,0.6862474320987654
epoch_3,0.706301012345679
epoch_19,0.6862202716049383
epoch_5,0.7044394691358025
epoch_6,0.7045302592592594
epoch_4,0.701327086419753
epoch_0,0.7038383950617282
epoch_18,0.685991913580247
epoch_11,0.694241901234568
epoch_16,0.6867571728395062
epoch_9,0.6994786666666667
epoch_8,0.6927892469135801
epoch_13,0.6891641851851852
