,0
epoch_1,0.698799222222222
epoch_2,0.6953902962962963
step_192,0.6955473703703704
epoch_7,0.6908512592592594
step_224,0.692697888888889
step_32,0.7120298148148149
step_256,0.6941497407407407
epoch_3,0.6932559259259258
epoch_5,0.6929834444444445
epoch_6,0.6940605185185185
step_512,0.6924503333333333
step_288,0.6912898888888889
epoch_4,0.688848888888889
step_160,0.6951057407407407
step_64,0.6937814814814814
epoch_0,0.6953675925925926
step_384,0.6922302962962964
step_544,0.6889956296296297
step_576,0.6921895185185185
step_448,0.6894496666666667
epoch_9,0.6923555185185185
step_320,0.6943375185185187
step_128,0.6958644444444443
step_352,0.6902975185185186
step_416,0.6931290740740741
step_96,0.6931645925925927
epoch_8,0.6923958148148149
