,step_432,step_378,epoch_1,epoch_2,step_756,step_324,epoch_7,step_702,step_648,step_54,step_216,step_918,step_1026,epoch_3,step_810,epoch_5,step_162,epoch_6,epoch_4,step_270,epoch_0,step_972,step_540,step_486,step_108,epoch_9,step_594,epoch_8,step_864
ChemRxivNC2,0.89928,0.89476,0.89016,0.89688,0.89702,0.89232,0.89345,0.89518,0.89711,0.87052,0.89,0.8962,0.89507,0.8916,0.89698,0.89796,0.88467,0.89739,0.89774,0.89225,0.88443,0.89456,0.89506,0.89615,0.88844,0.89536,0.89497,0.89424,0.8961
