,0
epoch_1,0.6521708518518518
epoch_2,0.6521708518518518
step_192,0.6521708518518518
epoch_7,0.6521708518518518
step_224,0.6521708518518518
step_32,0.6521708518518518
step_256,0.6521708518518518
epoch_3,0.6521708518518518
epoch_5,0.6521708518518518
epoch_6,0.6521708518518518
step_512,0.6521708518518518
step_288,0.6521708518518518
epoch_4,0.6521708518518518
step_160,0.6521708518518518
step_64,0.6521708518518518
epoch_0,0.6521708518518518
step_384,0.6521708518518518
step_544,0.6521708518518518
step_576,0.6521708518518518
step_448,0.6521708518518518
epoch_9,0.6521708518518518
step_320,0.6521708518518518
step_128,0.6521708518518518
step_352,0.6521708518518518
step_416,0.6521708518518518
step_96,0.6521708518518518
epoch_8,0.6521708518518518
