,step_238,epoch_1,epoch_2,step_34,epoch_3,epoch_4,epoch_0,step_306,step_170,step_102
ChemRxivNC2,0.84135,0.83387,0.83989,0.82027,0.84072,0.84127,0.82638,0.84125,0.83632,0.83242
