,0
step_660,0.698395925925926
epoch_1,0.7111756790123457
epoch_2,0.7021388518518519
step_1045,0.6971952962962962
step_440,0.7005645432098765
epoch_7,0.6957131604938271
step_385,0.6998715925925928
step_825,0.6936858888888889
step_275,0.7078656296296297
step_605,0.6965580987654322
epoch_3,0.6988092592592593
epoch_5,0.6965337283950617
step_935,0.6979479506172839
epoch_6,0.6967554074074074
epoch_4,0.697658037037037
epoch_0,0.7159238395061728
step_770,0.6971688271604939
step_715,0.6967660864197532
step_550,0.6956769876543208
step_495,0.6985662839506172
step_165,0.7124333456790124
step_220,0.7098724074074073
step_990,0.6973888888888888
step_55,0.7212628271604937
step_110,0.7136717407407408
epoch_9,0.6977001358024691
step_880,0.6972119012345678
step_330,0.7008612345679012
epoch_8,0.6976442469135803
