,0
step_345,0.7116120370370372
epoch_1,0.7181035555555556
epoch_2,0.7239890000000001
epoch_7,0.723067888888889
step_575,0.723343962962963
step_1725,0.7244327037037037
step_1955,0.7238612222222223
step_1840,0.7240789259259259
step_1150,0.7230973333333334
step_460,0.7177399629629628
step_2070,0.7233624444444444
epoch_3,0.7236887037037036
step_115,0.7226758518518518
step_1380,0.7245974444444444
epoch_5,0.7261119629629631
step_920,0.7242534814814813
step_2185,0.7237178518518518
step_2300,0.7240457777777778
step_1035,0.7232102222222222
epoch_6,0.7242068518518517
epoch_4,0.7231394074074073
epoch_0,0.7205403703703704
step_1265,0.7270471481481481
step_805,0.7225720000000001
step_1610,0.7241756296296296
epoch_9,0.7239084814814815
step_690,0.7236775925925927
step_230,0.7205403703703704
step_1495,0.7252048148148149
epoch_8,0.7227694814814816
