,epoch_12,epoch_1,epoch_2,epoch_7,epoch_10,epoch_15,epoch_14,epoch_17,epoch_3,epoch_19,epoch_5,epoch_6,epoch_4,epoch_0,epoch_18,epoch_11,epoch_16,epoch_9,epoch_8,epoch_13
ChemRxivRetrieval,0.87677,0.88686,0.89487,0.89098,0.88501,0.87528,0.87892,0.8734,0.89393,0.87196,0.89431,0.89233,0.89056,0.8764,0.87233,0.88321,0.8765,0.88819,0.88963,0.87932
