,step_345,epoch_1,epoch_2,epoch_7,step_575,step_1725,step_1955,step_1840,step_1150,step_460,step_2070,epoch_3,step_115,step_1380,epoch_5,step_920,step_2185,step_2300,step_1035,epoch_6,epoch_4,epoch_0,step_1265,step_805,step_1610,epoch_9,step_690,step_230,step_1495,epoch_8
ChemRxivNC2,0.80704,0.80043,0.79343,0.79525,0.79879,0.7951,0.79569,0.79526,0.79448,0.80056,0.79554,0.79257,0.81405,0.79418,0.79395,0.79287,0.79535,0.79575,0.79512,0.79497,0.79439,0.81156,0.79466,0.79419,0.79498,0.79545,0.79386,0.81156,0.79519,0.79579
