,step_180,epoch_1,epoch_2,step_18,step_54,step_90,step_144,epoch_3,step_72,step_162,step_36,epoch_4,epoch_0,step_108,step_126
ChemRxivNC2,0.84035,0.833,0.83753,0.81952,0.82862,0.83579,0.83977,0.83979,0.83292,0.84081,0.8247,0.84077,0.8247,0.83704,0.83946
