,0
epoch_12,0.6870941604938271
epoch_1,0.6976397654320989
epoch_2,0.7117073580246914
epoch_7,0.6935979382716048
epoch_10,0.6909556666666666
epoch_15,0.6873547283950616
epoch_14,0.6866815308641976
epoch_17,0.6876121604938271
epoch_3,0.7052827160493828
epoch_19,0.6867199382716049
epoch_5,0.6998497160493827
epoch_6,0.697669839506173
epoch_4,0.7079750000000001
epoch_0,0.7008583209876541
epoch_18,0.6853736172839505
epoch_11,0.6886100370370369
epoch_16,0.6882596049382715
epoch_9,0.6902380123456789
epoch_8,0.6945486172839508
epoch_13,0.6878574444444444
