,epoch_1,epoch_2,epoch_7,epoch_3,epoch_5,epoch_6,epoch_4,epoch_0,epoch_9,epoch_8
ChemRxivNC2,0.67604,0.67604,0.67604,0.67604,0.67604,0.67604,0.67604,0.67604,0.67604,0.67604
