,epoch_12,epoch_1,epoch_2,epoch_7,epoch_10,epoch_15,epoch_14,epoch_17,epoch_3,epoch_19,epoch_5,epoch_6,epoch_4,epoch_0,epoch_18,epoch_11,epoch_16,epoch_9,epoch_8,epoch_13
ChemRxivRetrieval,0.89393,0.88693,0.89518,0.8981,0.89548,0.89216,0.89223,0.89087,0.8929,0.89031,0.89666,0.90188,0.89484,0.87689,0.89017,0.90338,0.89103,0.88968,0.8992,0.89381
