,0
epoch_1,0.7056151851851851
epoch_2,0.6950982222222222
step_192,0.6980253703703704
epoch_7,0.689131074074074
step_224,0.6970024444444444
step_32,0.723130111111111
step_256,0.6888610740740739
epoch_3,0.6891055185185186
epoch_5,0.6868143333333334
epoch_6,0.6877001481481481
step_512,0.6871338148148148
step_288,0.6877212962962963
epoch_4,0.6875836296296298
step_160,0.6993604074074076
step_64,0.7203693333333334
epoch_0,0.7196033333333334
step_384,0.686339
step_544,0.6872111481481481
step_576,0.6867656296296296
step_448,0.6871502962962963
epoch_9,0.695158962962963
step_320,0.6876332222222223
step_128,0.7068121851851851
step_352,0.686331
step_416,0.6871281481481482
step_96,0.7110332222222223
epoch_8,0.6897161111111111
