,0
step_660,0.7143058888888889
epoch_1,0.716019074074074
epoch_2,0.7141644320987653
step_1045,0.7143071604938273
step_440,0.7128057283950617
epoch_7,0.7162454567901235
step_385,0.7158949629629631
step_825,0.7144425432098767
step_275,0.7172866049382717
step_605,0.7149103456790123
epoch_3,0.7159708271604941
epoch_5,0.7150070246913581
step_935,0.7143223209876544
epoch_6,0.7144958395061728
epoch_4,0.7150867283950617
epoch_0,0.7218333703703704
step_770,0.7149524074074074
step_715,0.7147480864197533
step_550,0.7144871358024693
step_495,0.7155308641975309
step_165,0.7203588024691361
step_220,0.715571888888889
step_990,0.7139042716049383
step_55,0.727529901234568
step_110,0.7237656913580248
epoch_9,0.7244610987654321
step_880,0.7163641728395063
step_330,0.7142949876543211
epoch_8,0.714145024691358
