,0
step_361,0.7160264444444444
epoch_1,0.724192061728395
epoch_2,0.7236717037037038
step_285,0.7144613703703704
step_266,0.7190092716049383
step_76,0.7226918148148148
epoch_7,0.7151826049382716
step_304,0.7156354444444445
step_342,0.7163395925925926
step_38,0.7277724814814815
step_133,0.7207666913580246
step_323,0.7166412222222222
epoch_3,0.7188416419753088
epoch_5,0.7166664444444445
step_228,0.7155476172839506
step_19,0.7199142716049383
step_171,0.7159989753086421
epoch_6,0.7136655925925927
epoch_4,0.7146391975308641
epoch_0,0.7247922098765431
step_209,0.7157310246913581
step_57,0.7271444444444444
step_95,0.7233336666666665
epoch_9,0.7161136913580248
step_247,0.7140783580246912
step_152,0.7180302345679013
step_114,0.7233185061728394
step_190,0.7165732222222222
epoch_8,0.7151350740740741
