,epoch_12,epoch_1,epoch_2,epoch_7,epoch_10,epoch_15,epoch_14,epoch_17,epoch_3,epoch_19,epoch_5,epoch_6,epoch_4,epoch_0,epoch_18,epoch_11,epoch_16,epoch_9,epoch_8,epoch_13
ChemRxivRetrieval,0.89492,0.89255,0.90102,0.89899,0.89618,0.89117,0.89092,0.8904,0.89568,0.8898,0.89608,0.90282,0.89274,0.88673,0.88906,0.90293,0.89005,0.89227,0.90048,0.89276
